cmt,rate,genre,idmovie,iduser 
diễn viên thực hiện pha hành động điêu luyện,3,1,87,20
cảnh hành động địa ngoạn mục,5,1,74,4
hành động thực sức nhân vật,2,1,63,50
"cảnh hành động đẹp mắt, khí căng thẳng",2,1,46,41
pha hành động ấn tượng,5,1,75,13
diễn viên thực hiện pha hành động chuyên nghiệp nhiên,5,1,40,15
cảnh hành động địa độc đáo,3,1,110,14
hiệu ứng âm cảnh hành động thực hiện,4,1,33,50
màn đấu võ biên đạo tuyệt vời,4,1,34,43
thở cảnh đua xe này!,2,1,40,21
"thể nổi kết phim, đầu bất ngờ",3,1,56,33
kết hợp hài hước hành động,2,1,89,13
nhân vật phong hành động,3,1,64,41
màn đánh đấm sức uy lực,4,1,80,20
thể quên cảnh đua xe,3,1,39,33
hành động yếu tố quyết định thành công,2,1,57,16
màn rượt đuổi hồi hộp,3,1,55,5
thể hiện dũng cảm hy sinh,4,1,67,41
đối đầu nhân vật đặc biệt,5,1,43,22
bí ẩn hấp đằng màn đánh đấm,5,1,32,7
sử dụng môi trường cảnh hành động độc đáo,2,1,67,38
giới hành động đa dạng phong phú,3,1,105,6
nhân vật xuất sắc màn đánh đấm,4,1,111,44
thở suốt màn đua xe,5,1,75,19
cảnh hành động,4,1,55,10
phiêu lưu máu mồ hôi,3,1,46,22
hút giới hành động,5,1,79,32
cảnh chiến đấu sống động chân thực,5,1,92,26
tình huống căng thẳng,5,1,58,20
pha hành động đỉnh nắm chặt ghế,3,1,68,46
thể quên cảnh đánh,4,1,88,31
hút giới hành động phút đầu tiên,5,1,119,15
cảnh hành động nổi bật,5,1,102,32
nhân vật phong hành động độc đáo thú vị,4,1,115,29
thể diễn viên đo stunt double cảnh hành động,3,1,80,29
bí ẩn hấp khám phá,5,1,101,41
phiêu lưu hành động ngừng,5,1,87,21
pha hành động thể rời mắt màn hình,3,1,77,22
màn hành động rung động đầu,3,1,112,12
thở dốc suốt thời gian,4,1,95,46
đánh đấm bắn súng bao dừng,3,1,38,38
câu hấp đi kèm hành động,2,1,91,31
"hành động, lỡ",2,1,80,14
đội ngũ hùng hậu thiết kế hành động,3,1,105,49
cảnh đẹp mắt say đắm,2,1,88,10
thực tác phẩm nghệ thuật hành động,4,1,97,13
cảm giác hành trình thách thức,5,1,49,2
thể tài năng đạo diễn đạo cảnh hành động,5,1,104,35
hành động thực mạo hiểm,4,1,106,40
hồi hộp đầu,3,1,34,38
đạo diễn giới hành động thuyết phục,4,1,66,12
cảnh ngoạn mục,2,1,74,34
thực hiện cảnh nguy hiểm,5,1,74,11
kết hợp hoàn hảo hành động cảm xúc,5,1,75,41
thực nâng tầm thể hành động,4,1,109,42
cảnh đánh đấm mãn nhãn,2,1,57,47
màn truy đuổi hồi hộp,4,1,70,17
hiệu ứng hình ảnh đỉnh,2,1,34,27
kết hợp hành động kịch,5,1,47,35
"nhạc thú vị, hấp",5,1,54,2
pha đánh đấm bắn súng đỉnh,3,1,68,46
nhân vật hùng bao đắn đo,4,1,51,8
thể rời mắt màn hình suốt thời gian,5,1,96,17
tình tiết cấn ngừng,4,1,74,7
hành động chí mong đợi,5,1,32,2
giới hành động biệt,2,1,61,9
nhân vật hùng bao,5,1,84,17
yêu cầu diễn viên thực hiện pha hành động,5,1,65,3
hành động chiến đấu kinh ngạc,4,1,67,24
màn bắn súng đẹp mắt kịch,2,1,102,2
màn rượt đuổi kịch áp lực,2,1,86,11
cảnh chiến đấu chất kịch,2,1,45,17
đối đầu nhân vật đặc biệt,2,1,22,31
thể hiện dũng cảm hy sinh,5,1,22,25
màn rượt đuổi hồi hộp,3,1,22,47
hành động yếu tố quyết định thành công,5,1,21,43
thể quên cảnh đua xe,3,1,21,48
màn đánh đấm sức uy lực,2,1,21,20
nhân vật phong hành động,2,1,21,4
cảnh hành động,2,1,20,42
thở dốc suốt thời gian,2,1,20,31
đánh đấm bắn súng bao dừng,5,1,20,33
câu hấp đi kèm hành động,3,1,20,45
hành động chiến đấu kinh ngạc,5,1,19,46
yêu cầu diễn viên thực hiện pha hành động,2,1,19,14
nhân vật hùng bao,4,1,19,14
giới hành động biệt,2,1,19,9
tình tiết cấn ngừng,3,1,18,22
thể rời mắt màn hình suốt thời gian,2,1,18,36
nhân vật hùng bao đắn đo,2,1,18,36
pha đánh đấm bắn súng đỉnh,2,1,17,7
"nhạc thú vị, hấp",5,1,17,46
kết hợp hành động kịch,2,1,17,17
hiệu ứng hình ảnh đỉnh,3,1,17,44
màn truy đuổi hồi hộp,3,1,16,46
cảnh đánh đấm mãn nhãn,5,1,16,9
thực nâng tầm thể hành động,4,1,16,45
kết hợp hoàn hảo hành động cảm xúc,5,1,16,41
bí ẩn hấp đằng màn đánh đấm,5,1,22,27
thực hiện cảnh nguy hiểm,5,1,15,29
sử dụng môi trường cảnh hành động độc đáo,3,1,23,49
nhân vật xuất sắc màn đánh đấm,3,1,23,17
hành động nghị lực,4,1,29,15
nhân vật trải thay đổi màn hành động,3,1,29,43
pha chiến đấu vũ khí cực kỳ ấn tượng,5,1,29,8
hút giới hành động phút đầu tiên,5,1,29,5
trải nghiệm hành động thú vị,3,1,28,35
pha hành động đỉnh,2,1,28,30
tình tiết bất ngờ đầu,3,1,28,43
tình huống căng thẳng khăn nhân vật,5,1,28,42
cảnh chiến đấu chất kịch,2,1,27,11
màn rượt đuổi kịch áp lực,2,1,27,38
pha hành động thể rời mắt màn hình,2,1,27,7
phiêu lưu hành động ngừng,3,1,27,40
bí ẩn hấp khám phá,5,1,26,28
thể diễn viên đo stunt double cảnh hành động,4,1,26,36
nhân vật phong hành động độc đáo thú vị,5,1,26,18
cảnh hành động nổi bật,2,1,26,38
hút giới hành động phút đầu tiên,3,1,25,20
thể quên cảnh đánh,4,1,25,22
pha hành động đỉnh nắm chặt ghế,3,1,25,1
tình huống căng thẳng,5,1,25,23
cảnh chiến đấu sống động chân thực,5,1,24,38
hút giới hành động,4,1,24,29
màn hành động rung động đầu,3,1,24,23
phiêu lưu máu mồ hôi,5,1,24,49
thở suốt màn đua xe,3,1,23,24
giới hành động đa dạng phong phú,3,1,23,17
cảnh ngoạn mục,3,1,15,23
hành động chí mong đợi,2,1,18,5
hồi hộp đầu,5,1,15,38
màn rượt đuổi gay cấn,4,1,7,23
khám phá nhân vật pha hành động,4,1,7,35
cảnh hành động địa đẹp mắt,5,1,7,50
pha hành động thực hiện chuyên nghiệp,5,1,6,38
cảnh rượt đuổi hồi hộp gay cấn,4,1,6,14
pha hành động ấn tượng,4,1,6,31
hành động thực ghế đầu,5,1,6,49
hành động thực sức kiên trì nhân vật,5,1,5,23
cảnh hành động lôi hấp,4,1,5,40
pha hành động biên đạo tinh tế,3,1,5,29
đạo diễn giới hành động thuyết phục,3,1,15,38
cảnh hành động sôi động mãn nhãn,2,1,4,21
diễn viên thể hiện dũng cảm pha hành động,5,1,7,8
hiệu ứng âm cảnh hành động thực hiện,5,1,4,3
diễn viên thực hiện pha hành động chuyên nghiệp nhiên,3,1,4,13
pha hành động ấn tượng,4,1,3,28
"cảnh hành động đẹp mắt, khí căng thẳng",5,1,3,6
hành động thực sức nhân vật,4,1,3,21
cảnh hành động địa ngoạn mục,4,1,3,5
diễn viên thực hiện pha hành động điêu luyện,4,1,2,3
pha nổ bắn súng thực hiện chuyên nghiệp,5,1,2,27
cốt truyện hành động lôi bất ngờ,5,1,2,3
hiệu ứng đặc biệt ấn tượng,2,1,2,43
"pha hành động gay cấn, thể rời mắt",5,1,1,5
màn đấu võ biên đạo tuyệt vời,3,1,1,50
diễn viên thực thể hiện mẽ quyết đoán,2,1,1,32
cảnh hành động địa độc đáo,4,1,4,26
cảnh hành động địa xôi lôi,4,1,8,13
nhân vật mẽ quyết tâm,2,1,5,30
hành động thực mạo hiểm,4,1,14,7
âm pha hành động khí căng thẳng,2,1,8,29
thể tài năng đạo diễn đạo cảnh hành động,2,1,14,23
cảm giác hành trình thách thức,3,1,14,15
thực tác phẩm nghệ thuật hành động,4,1,14,15
cảnh đẹp mắt say đắm,3,1,13,39
đội ngũ hùng hậu thiết kế hành động,2,1,13,33
"hành động, lỡ",2,1,13,8
kết hợp hài hước hành động,5,1,13,23
thở cảnh đua xe này!,3,1,12,36
pha chiến đấu mãn nhãn chân thực,4,1,12,41
hành động thực đỉnh độ hồi hộp hành động,5,1,12,39
màn đấu võ đẹp mắt,5,1,11,9
"thể nổi kết phim, đầu bất ngờ",4,1,12,42
pha hành động ấn tượng,2,1,11,38
màn rượt đuổi xe hơi ấn tượng,4,1,8,9
cảnh hành động chân thực,3,1,11,28
màn biểu diễn võ thuật biên đạo tuyệt vời,4,1,9,49
cảnh hành động ấn tượng,4,1,9,43
diễn viên thực hiện màn đánh tuyệt vời,3,1,9,9
"cốt truyện hấp dẫn, thể dự đoán",5,1,9,4
nhân vật khăn pha hành động,3,1,8,2
màn rượt đuổi tốc độ thể rời mắt,5,1,10,31
trận chiến mãn nhãn,3,1,10,36
diễn viên chiến đấu kẻ xấu,3,1,10,2
diễn viên sử dụng vũ khí,5,1,11,46
pha hành động nghẹt thở,2,1,10,13
thể hiện kỳ quái sống tồn tại.,2,1,24,9
diễn viên thực đánh bại vai diễn họ.,4,1,69,46
kết hợp kinh dị tâm lý tuyệt vời.,3,1,5,33
cảm vũ trụ phim.,2,1,119,17
mãi cảnh sợ.,5,1,86,18
tận hưởng khoảnh khắc sợ.,2,1,25,5
suy tư nghĩa sâu tình huống phim.,5,1,104,21
tình tiết bí ẩn trải nghiệm quên.,5,1,29,38
lo lắng tương lai nhân loại.,4,1,61,7
cảm đánh đố kích suốt phim.,4,1,29,18
cảm cảm giác xôi.,3,1,1,34
thể hiện xuyên suốt ác sống.,2,1,22,23
thay đổi đánh giá hiện thực.,3,1,79,6
bất kỳ yêu thể kinh dị này.,5,1,99,11
thực giới nhân vật.,4,1,21,13
đánh thức thảo luận.,2,1,7,48
tình tiết ràng nghiên cứu thêm.,5,1,9,19
cốt truyện phức tạp tóm tắt lần.,5,1,20,15
cảm ám ảnh kịch bản.,4,1,90,49
bí ẩn tò mò điên đảo.,4,1,7,26
trở đa chiều suy tư.,2,1,76,44
thay đổi giới xung quanh.,4,1,28,9
cảnh tối tăm cảm giác tả.,4,1,76,39
liệu huyền bí giới thực.,3,1,100,14
thể hiện đen tối kỳ quái người.,4,1,109,2
bầu khí kỳ quái bí ẩn.,2,1,26,19
cảm bí ẩn hiện diện ác quỷ.,2,1,75,17
kết hợp kinh dị tưởng tượng xuất sắc.,5,1,84,3
kịch sợ ám ảnh.,5,1,31,25
thực tác phẩm điện ảnh độc đáo.,4,1,17,48
tập trung chi tiết giải mã cốt truyện.,5,1,119,21
thách thức tư tâm trí.,2,1,24,36
cảm sống hành trình.,2,1,29,5
tồn giới bí ẩn.,4,1,65,48
tác phẩm nghệ thuật ấn tượng.,3,1,82,28
cốt truyện phức tạp hấp thách thức.,3,1,63,47
hành trình khám phá sâu tâm trí.,2,1,99,41
cảm kỳ diệu giới siêu nhiên.,4,1,16,33
cảm xúc mẽ tâm linh.,5,1,119,38
suy nghĩa giới này.,5,1,109,1
kỳ quái ẩn sống hàng ngày.,5,1,9,36
ẩn vũ trụ.,4,1,28,46
tồn ma quỷ.,3,1,116,7
bầu khí kỳ bí sợ.,3,1,12,26
cốt truyện phức tạp ngủ suốt đêm.,2,1,13,15
tác phẩm nghệ thuật đẹp kỳ quái.,5,1,9,43
suy tư tương lai.,2,1,90,45
cảm tận câu chuyện.,5,1,8,48
hành trình sâu tâm hồn người.,2,1,12,9
thể hiện đối đầu ác thiện.,5,1,108,36
lôi câu nhân vật chính.,5,1,89,31
cảm xúc mẽ đau lòng.,3,1,69,24
mục đích sống.,3,1,116,31
cảm đan xen thực tế siêu nhiên.,2,1,85,40
thức sâu tình dục.,4,1,25,15
cốt truyện phức tạp câu hỏi.,3,1,20,43
thảo luận sâu sắc xem.,4,1,16,37
khí sợ đầu cuối.,2,1,2,4
thể hiện hùng nhân vật màn đấu võ,4,1,30,35
câu kỳ quái bất ngờ.,5,1,105,23
thể tưởng tượng tình huống nhân vật.,4,1,3,43
khí u ám.,2,1,3,11
hiệu ứng đặc biệt sợ.,4,1,14,37
thực đánh thức sợ hãi ẩn sâu tôi.,4,1,80,13
kinh dị bí ẩn hút suốt phim.,2,1,104,13
ác mộng xong phim.,2,1,31,34
suy tư kết thúc.,3,1,113,41
diễn viên thể hiện sợ hãi.,4,1,16,44
thiết kế âm hiệu ứng kinh dị.,2,1,5,22
nhảy ghế suốt phim.,5,1,8,43
gian rùng rợn tăm tối.,2,1,14,7
thể quên hình ảnh sợ này.,5,1,83,11
bố cục đạo xuất sắc.,4,1,95,27
kết thúc thực sốc.,3,1,18,24
cảnh kinh dị thức đêm.,2,1,61,23
tối đèn tắt.,5,1,10,18
thể hiện đen tối kỳ quái thể kinh dị.,3,1,27,2
cảm lo lắng xong phim.,5,1,28,38
âm nhạc cường khí sợ.,2,1,73,16
dám màn hình phút đầu phim.,2,1,26,19
diễn viên thể hiện xuất sắc kinh dị tác phẩm.,5,1,12,40
kịch sợ ám ảnh.,3,1,7,29
thực kinh sợ suốt đêm.,5,1,12,43
cảm áp lực màn đấu súng kịch,5,1,30,23
tình tiết tràn hành động chút dư thừa,3,1,30,7
thách thức tư tâm trí.,4,1,92,14
dám gương xong phim.,2,1,28,18
diễn viên thể hiện xuất sắc sợ hãi.,4,1,106,36
nghiện kinh dị xong.,2,1,16,20
bất ngờ kịch phim.,3,1,19,17
cảm giác lo lắng rời xong.,4,1,97,41
"kinh dị, trải nghiệm tinh thần.",2,1,8,5
kỹ chi tiết cốt truyện.,2,1,89,43
suy tư nghĩa kỳ quái sống.,2,1,114,25
cảm ám ảnh tâm hồn người.,2,1,19,35
kinh dị thực tác phẩm nghệ thuật độc đáo.,2,1,103,37
cảm giác hiểm nghèo thể khỏi.,5,1,15,6
cốt truyện phức tạp tập trung mẽ.,4,1,82,47
tình tiết bất ngờ mãi.,2,1,102,34
thấu lo lắng nhân vật chính.,3,1,6,6
"trải cảm xúc này, sợ hãi kỳ quái.",2,1,7,34
"kinh dị, tác phẩm nghệ thuật.",4,1,29,29
cảm giác kỳ quái lo lắng lan tỏa suốt phim.,2,1,21,37
hình ảnh sợ thể quên.,3,1,18,39
cảm giác sống ác mộng.,3,1,85,17
bí ẩn xung quanh nhân vật hấp dẫn.,4,1,61,27
tình tiết gợi tò mò suốt phim.,5,1,100,13
diễn viên phụ đóng góp câu chuyện.,2,1,19,50
thể hiện kiểm soát kỳ quái.,2,1,79,41
rung động ám ảnh này.,3,1,97,4
thực đánh đố kịch ngược.,3,1,17,38
cảnh kinh dị trải nghiệm ám ảnh.,5,1,107,20
nhạy biên kịch bất ngờ phim.,3,1,22,7
đọc xong.,3,1,21,33
âm nhạc quan trọng cảm giác kinh dị.,5,1,25,22
cảnh tối tăm kích thích.,3,1,105,14
cảnh tối tăm áp lực tâm lý.,2,1,108,48
thực kinh sợ suốt đêm.,2,1,31,35
cảm thay đổi nhân vật chính.,2,1,106,20
thể hiện đối mặt khứ tương lai.,3,1,19,17
bầu khí kỳ quái bí ẩn.,4,1,51,27
cảm đánh đố kích suốt phim.,4,1,51,23
lo lắng tương lai nhân loại.,3,1,51,15
tình tiết bí ẩn trải nghiệm quên.,5,1,51,9
tận hưởng khoảnh khắc sợ.,5,1,50,38
suy tư nghĩa sâu tình huống phim.,2,1,50,42
thể hiện xuyên suốt ác sống.,5,1,50,45
mãi cảnh sợ.,5,1,50,49
cảm vũ trụ phim.,3,1,49,35
kết hợp kinh dị tâm lý tuyệt vời.,5,1,49,3
diễn viên thực đánh bại vai diễn họ.,4,1,49,17
thể hiện kỳ quái sống tồn tại.,5,1,49,5
kết hợp kinh dị tưởng tượng xuất sắc.,3,1,52,12
cảm cảm giác xôi.,4,1,48,50
cảm bí ẩn hiện diện ác quỷ.,2,1,48,17
thực giới nhân vật.,2,1,48,3
đánh thức thảo luận.,2,1,47,16
tình tiết ràng nghiên cứu thêm.,4,1,47,9
cốt truyện phức tạp tóm tắt lần.,5,1,47,13
cảm ám ảnh kịch bản.,3,1,47,35
bí ẩn tò mò điên đảo.,5,1,46,18
trở đa chiều suy tư.,5,1,46,48
thay đổi giới xung quanh.,3,1,46,16
cảnh tối tăm cảm giác tả.,2,1,46,31
liệu huyền bí giới thực.,2,1,45,25
thể hiện đen tối kỳ quái người.,2,1,45,38
thay đổi đánh giá hiện thực.,4,1,48,10
tồn ma quỷ.,3,1,52,24
thực tác phẩm điện ảnh độc đáo.,4,1,52,47
cốt truyện phức tạp câu hỏi.,3,1,52,5
cảm thay đổi nhân vật chính.,3,1,59,47
cảm kỳ quái thực tế.,2,1,59,44
thể hiện đối mặt khứ tương lai.,4,1,59,31
cảm kỳ quái thực tế.,4,1,75,34
cảm sống hành trình.,4,1,58,19
tồn giới bí ẩn.,5,1,58,27
tác phẩm nghệ thuật ấn tượng.,2,1,58,40
cốt truyện phức tạp hấp thách thức.,5,1,57,25
hành trình khám phá sâu tâm trí.,5,1,57,7
cảm kỳ diệu giới siêu nhiên.,2,1,57,19
cảm xúc mẽ tâm linh.,3,1,57,8
suy nghĩa giới này.,2,1,56,4
kỳ quái ẩn sống hàng ngày.,5,1,56,11
ẩn vũ trụ.,5,1,56,47
bầu khí kỳ bí sợ.,2,1,56,37
thảo luận sâu sắc xem.,4,1,55,20
cốt truyện phức tạp ngủ suốt đêm.,4,1,55,21
tác phẩm nghệ thuật đẹp kỳ quái.,4,1,55,38
suy tư tương lai.,2,1,55,39
cảm tận câu chuyện.,4,1,54,7
hành trình sâu tâm hồn người.,4,1,54,15
thể hiện đối đầu ác thiện.,3,1,54,24
lôi câu nhân vật chính.,5,1,54,36
cảm xúc mẽ đau lòng.,3,1,53,19
mục đích sống.,4,1,53,4
cảm đan xen thực tế siêu nhiên.,5,1,53,19
thức sâu tình dục.,2,1,53,48
bất kỳ yêu thể kinh dị này.,2,1,45,24
tập trung chi tiết giải mã cốt truyện.,5,1,45,1
khí sợ đầu cuối.,4,1,44,30
màn bắn súng đẹp mắt kịch,3,1,30,50
bố cục đạo xuất sắc.,3,1,36,18
thể tưởng tượng tình huống nhân vật.,3,1,36,44
khí u ám.,5,1,36,19
hiệu ứng đặc biệt sợ.,3,1,36,25
thực đánh thức sợ hãi ẩn sâu tôi.,5,1,35,9
kinh dị bí ẩn hút suốt phim.,3,1,35,50
ác mộng xong phim.,3,1,35,23
suy tư kết thúc.,3,1,35,8
diễn viên thể hiện sợ hãi.,2,1,34,19
thiết kế âm hiệu ứng kinh dị.,3,1,34,19
nhảy ghế suốt phim.,5,1,34,50
gian rùng rợn tăm tối.,4,1,34,47
thể quên hình ảnh sợ này.,3,1,33,22
kết thúc thực sốc.,2,1,33,2
dám gương xong phim.,3,1,33,28
cảnh kinh dị thức đêm.,4,1,33,15
tối đèn tắt.,2,1,32,50
thể hiện đen tối kỳ quái thể kinh dị.,5,1,32,8
cảm lo lắng xong phim.,4,1,32,38
âm nhạc cường khí sợ.,4,1,32,15
dám màn hình phút đầu phim.,3,1,31,31
diễn viên thể hiện xuất sắc kinh dị tác phẩm.,2,1,31,49
mãi suy tư cảm xúc mình.,3,1,15,10
câu phim.,5,1,3,24
hành trình khám phá.,3,1,25,7
suy nghĩa sống.,5,1,71,48
cảm đánh lừa phim.,2,1,5,6
nghiện kinh dị xong.,5,1,37,24
thách thức tư tâm trí.,3,1,59,40
cảm giác kỳ quái lo lắng lan tỏa suốt phim.,5,1,37,28
cảnh tối tăm kích thích.,4,1,37,24
diễn viên thể hiện xuất sắc sợ hãi.,2,1,44,39
câu kỳ quái bất ngờ.,2,1,44,46
cảm giác lo lắng rời xong.,5,1,44,20
"kinh dị, trải nghiệm tinh thần.",2,1,43,45
kỹ chi tiết cốt truyện.,2,1,43,20
suy tư nghĩa kỳ quái sống.,2,1,43,3
cảm ám ảnh tâm hồn người.,2,1,43,10
kinh dị thực tác phẩm nghệ thuật độc đáo.,4,1,42,6
cảm giác hiểm nghèo thể khỏi.,4,1,42,23
cốt truyện phức tạp tập trung mẽ.,3,1,42,13
tình tiết bất ngờ mãi.,2,1,42,40
thấu lo lắng nhân vật chính.,4,1,41,47
"trải cảm xúc này, sợ hãi kỳ quái.",4,1,41,40
"kinh dị, tác phẩm nghệ thuật.",2,1,41,48
hình ảnh sợ thể quên.,2,1,41,7
cảnh tối tăm áp lực tâm lý.,2,1,40,16
cảm giác sống ác mộng.,3,1,40,43
bí ẩn xung quanh nhân vật hấp dẫn.,3,1,40,37
tình tiết gợi tò mò suốt phim.,2,1,40,3
diễn viên phụ đóng góp câu chuyện.,3,1,39,38
thể hiện kiểm soát kỳ quái.,2,1,39,39
rung động ám ảnh này.,5,1,39,40
thực đánh đố kịch ngược.,2,1,39,44
cảnh kinh dị trải nghiệm ám ảnh.,5,1,38,26
nhạy biên kịch bất ngờ phim.,5,1,38,34
đọc xong.,4,1,38,21
âm nhạc quan trọng cảm giác kinh dị.,3,1,38,12
bất ngờ kịch phim.,4,1,37,40
thách thức tư tâm trí.,4,1,58,26
tình cảm hoàn hảo lứa tuổi.,5,2,104,37
tình cảm hoàn hảo tín đồ tình yêu.,5,2,58,44
diễn viên chemistry đặc biệt màn ảnh.,5,2,58,15
diễn viên thể hiện tình cảm xuất sắc.,2,2,20,3
yêu nó.,5,2,40,31
nổi tiếng.,2,2,3,26
đánh giá cao.,4,2,53,15
yêu nó.,3,2,41,48
tình yêu.,5,2,38,20
thể hiện tình cảm này.,5,2,116,3
sánh tình yêu này.,4,2,112,5
thể lỡ này.,4,2,57,47
thể đẹp câu tình yêu này.,5,2,108,38
thể đẹp này.,3,2,97,49
thể cảm xúc này.,3,2,39,41
thể đẹp này.,5,2,19,15
thể quên câu tình yêu này.,3,2,108,26
thể tả cảm xúc này.,5,2,38,17
thể tả cảm động này.,2,2,114,30
thể tả đẹp đẽ này.,2,2,36,17
thể cảm xúc lại.,4,2,2,14
tình cảm xem.,5,2,39,44
tình cảm yêu nghĩa.,5,2,4,8
tình cảm cảm động thú vị.,4,2,103,24
tình cảm cảm động.,5,2,38,35
chắc chắn lại.,5,2,29,31
cười khóc suốt đầu cuối.,4,2,95,31
cốt truyện tình cảm xúc động.,5,2,59,10
cốt truyện hội suy ngẫm tình yêu.,3,2,101,8
nhạc bầu khí lãng mạn tuyệt vời.,4,2,120,6
nhạc lãng mạn nó.,5,2,95,27
kỷ niệm mình.,4,2,93,11
cảm giác ấm áp độc đáo.,4,2,24,45
thay đổi tình yêu.,5,2,1,19
học tình yêu hy vọng.,4,2,4,21
biểu tượng tình yêu đích thực.,2,2,96,37
hành trình cảm xúc tình yêu.,2,2,5,19
hành trình kiếm tình yêu đích thực.,5,2,35,21
tình yêu mình.,5,2,16,40
diễn viên cặp đôi hoàn hảo.,3,2,115,30
tình cảm thú vị cảm động.,3,2,92,11
tình yêu cảm gũi.,5,2,21,36
cảm xúc nhân vật thực hút.,4,2,23,5
cảm xúc tràn đầu cuối.,5,2,115,6
cảnh suy tư tình yêu.,2,2,108,36
cảnh địa đẹp lãng mạn phim.,3,2,120,45
câu tình yêu mãi mãi.,5,2,93,33
câu tình yêu cảm động.,3,2,102,48
câu tình yêu tình yêu đích thực.,2,2,10,15
câu tình yêu mãi mãi.,3,2,101,17
câu tình yêu đặc biệt.,4,2,96,6
câu tình yêu tuyệt vời.,3,2,93,18
cốt truyện chạm sâu trái tim tôi.,4,2,115,1
cảm ơn diễn viên câu tình yêu tuyệt vời này.,2,2,98,32
câu tình yêu cảm động.,3,2,55,23
tình cảm thể lỡ.,3,2,113,27
trải nghiệm tình cảm nhớ.,3,2,11,20
thay đổi sống tôi.,3,2,110,17
thúc đẩy tình yêu đích thực.,5,2,114,37
thúc đẩy kiếm tình yêu đích thực.,5,2,111,4
câu tình yêu sống.,5,2,22,33
sức tình yêu.,4,2,104,33
tình yêu đích thực.,3,2,3,7
tình ca đẹp.,5,2,37,2
minh chứng ràng tình yêu đích thực tồn tại.,2,2,98,40
tuyệt phẩm tình yêu.,4,2,3,37
suy tư tình yêu suốt thời gian dài.,5,2,39,46
tình yêu kỳ diệu.,2,2,37,14
thay đổi tình yêu.,2,2,118,7
tình yêu đích thực.,5,2,92,7
tình yêu sự.,4,2,36,28
cảm xúc nhau.,2,2,109,40
đặc sắc tình yêu.,4,2,4,28
thể hiện tình yêu thể khăn.,3,2,94,6
thể hiện tình yêu thể xuất phát tình huống bất ngờ.,5,2,17,21
tình cảm lặp đi lặp lại.,2,2,113,32
tình cảm cảm động nghĩa.,4,2,19,16
tình cảm xúc động.,5,2,49,50
tình cảm đẹp mơ.,3,2,40,14
tình cảm hoàn hảo tối tuần.,5,2,46,35
tình cảm hoàn hảo đôi tình nhân.,5,2,16,26
tình yêu kỳ diệu.,4,2,99,48
tình cảm hoàn hảo độ tuổi.,4,2,113,13
thay đổi tình yêu.,5,2,104,32
đánh thức giá trị tình yêu sống.,4,2,61,22
tình cảm xem.,4,2,5,2
tình cảm xuất sắc xem.,3,2,113,27
"câu tình yêu, đừng lỡ này!",3,2,115,28
"câu tình yêu đẹp, bạn.",3,2,113,42
tình yêu quy tắc cố định.,2,2,99,15
