cmt,rate,genre,idmovie,iduser 
Phim này có một bí ẩn hấp dẫn đằng sau các màn đánh đấm,5,2,32,7
Các cảnh hành động là điểm mạnh của phim,4,2,55,10
Phim này thật sự là một cuộc phiêu lưu đầy máu và mồ hôi,3,2,46,22
Tôi thích cách phim này tạo ra các tình huống căng thẳng,5,2,58,20
Đánh đấm và bắn súng không bao giờ dừng lại trong phim,3,2,38,38
Cảm giác khi xem phim này giống như một cuộc hành trình đầy thách thức,5,2,49,2
Tôi đã hồi hộp từ đầu đến cuối phim,3,2,34,38
Cảnh đánh đấm trong phim này rất mãn nhãn,2,2,57,47
Hiệu ứng hình ảnh trong phim đỉnh cao,2,2,34,27
Tôi thích cách phim này kết hợp hành động và kịch tính,5,2,47,35
"Nhạc nền thú vị, thêm phần hấp dẫn vào phim",5,2,54,2
Nhân vật chính trong phim thật là một người hùng không bao giờ đắn đo,4,2,51,8
Hành động ở phim này thậm chí còn hơn cả mong đợi của tôi,5,2,32,2
Cảnh chiến đấu trong phim rất chất lượng và kịch tính,2,2,45,17
Kịch bản phim rất đáng sợ và gây ám ảnh.,5,2,31,25
Phim này đã thể hiện sự hùng mạnh của nhân vật chính qua các màn đấu võ,4,2,30,35
Tôi đã có ác mộng sau khi xem xong phim.,2,2,31,34
Tôi đã cảm thấy áp lực từ các màn đấu súng kịch tính,5,2,30,23
Phim này có nhiều tình tiết tràn đầy hành động không chút dư thừa,3,2,30,7
Bộ phim này thực sự khiến tôi kinh sợ suốt cả đêm.,2,2,31,35
Nó đã tạo nên một bầu không khí kỳ quái và bí ẩn.,4,2,51,27
Tôi đã cảm thấy đánh đố và kích thích suốt phim.,4,2,51,23
Phim này làm tôi lo lắng về tương lai của nhân loại.,3,2,51,15
Những tình tiết bí ẩn tạo ra một trải nghiệm khó quên.,5,2,51,9
Nó đã khiến tôi phải tận hưởng từng khoảnh khắc đáng sợ.,5,2,50,38
Tôi đã suy tư về ý nghĩa sâu xa của tình huống trong phim.,2,2,50,42
Phim này thể hiện rõ sự xuyên suốt của ác trong cuộc sống.,5,2,50,45
Nó khiến tôi nhớ mãi những cảnh quay đáng sợ.,5,2,50,49
Tôi đã cảm thấy như mình đang bị cuốn vào vũ trụ của phim.,3,2,49,35
Phim kết hợp giữa kinh dị và tâm lý một cách tuyệt vời.,5,2,49,3
Các diễn viên thực sự đã đánh bại vai diễn của họ.,4,2,49,17
Nó thể hiện sự kỳ quái của cuộc sống và tồn tại.,5,2,49,5
Phim kết hợp giữa kinh dị và tưởng tượng một cách xuất sắc.,3,2,52,12
Tôi đã xem phim này và cảm nhận một cảm giác xa xôi.,4,2,48,50
Tôi đã cảm thấy bí ẩn và sự hiện diện của ác quỷ.,2,2,48,17
Nó thực sự đưa tôi vào thế giới của nhân vật.,2,2,48,3
Phim này đã đánh thức tôi và tạo ra nhiều thảo luận.,2,2,47,16
Những tình tiết không rõ ràng đã làm tôi nghiên cứu thêm.,4,2,47,9
Cốt truyện phức tạp đã khiến tôi tóm tắt nhiều lần.,5,2,47,13
Tôi đã cảm nhận được sự ám ảnh của kịch bản.,3,2,47,35
Những bí ẩn của phim đã khiến tôi tò mò đến điên đảo.,5,2,46,18
Phim này khiến tôi trở nên đa chiều và suy tư.,5,2,46,48
Nó đã thay đổi cách tôi nhìn nhận thế giới xung quanh.,3,2,46,16
Những cảnh quay tối tăm tạo ra một cảm giác khó tả.,2,2,46,31
Tôi đã phải tự hỏi liệu có sự huyền bí trong thế giới thực.,2,2,45,25
Nó thể hiện sự đen tối và kỳ quái của con người.,2,2,45,38
Phim này đã thay đổi cách tôi đánh giá hiện thực.,4,2,48,10
Tôi đã phải tự hỏi về sự tồn tại của ma quỷ.,3,2,52,24
Nó thực sự là một tác phẩm điện ảnh độc đáo.,4,2,52,47
Cốt truyện phức tạp đã làm tôi đặt ra nhiều câu hỏi.,3,2,52,5
Tôi đã cảm nhận được sự thay đổi của nhân vật chính.,3,2,59,47
Nó đã khiến tôi cảm nhận sự kỳ quái của thực tế.,2,2,59,44
Phim này thể hiện sự đối mặt với quá khứ và tương lai.,4,2,59,31
Nó đã khiến tôi cảm thấy rằng cuộc sống là một cuộc hành trình.,4,2,58,19
Tôi đã tự hỏi về sự tồn tại của thế giới bí ẩn.,5,2,58,27
Phim này là một tác phẩm nghệ thuật đầy ấn tượng.,2,2,58,40
Cốt truyện phức tạp đã tạo nên sự hấp dẫn đầy thách thức.,5,2,57,25
Nó là một cuộc hành trình khám phá sâu trong tâm trí.,5,2,57,7
Tôi đã cảm nhận được sự kỳ diệu của thế giới siêu nhiên.,2,2,57,19
Phim này tạo ra những cảm xúc mạnh mẽ về tâm linh.,3,2,57,8
Nó đã khiến tôi suy nghĩ về ý nghĩa của mình trong thế giới này.,2,2,56,4
Tôi đã nhận thấy sự kỳ quái ẩn sau cuộc sống hàng ngày.,5,2,56,11
Phim này khiến tôi tin rằng có nhiều điều ẩn sau vũ trụ.,5,2,56,47
Nó đã tạo nên một bầu không khí kỳ bí và đáng sợ.,2,2,56,37
Tôi đã có những thảo luận sâu sắc về phim sau khi xem.,4,2,55,20
Cốt truyện phức tạp đã làm tôi mất ngủ suốt đêm.,4,2,55,21
Phim này là một tác phẩm nghệ thuật đẹp và kỳ quái.,4,2,55,38
Nó đã khiến tôi suy tư về sự không biết trước của tương lai.,2,2,55,39
Tôi đã cảm nhận được sự tận thế trong câu chuyện.,4,2,54,7
Phim này là một hành trình sâu xa vào tâm hồn con người.,4,2,54,15
Nó thể hiện rõ sự đối đầu giữa ác và thiện.,3,2,54,24
Tôi đã bị lôi cuốn bởi câu chuyện của nhân vật chính.,5,2,54,36
Phim này đã tạo ra những cảm xúc mạnh mẽ và đau lòng.,3,2,53,19
Nó đã khiến tôi tự hỏi về mục đích của cuộc sống.,4,2,53,4
Tôi đã cảm nhận được sự đan xen của thực tế và siêu nhiên.,5,2,53,19
Phim này đã làm tôi nhận thức sâu xa về tình dục.,2,2,53,48
Bất kỳ ai yêu thích thể loại kinh dị nên xem phim này.,2,2,45,24
Tôi đã tập trung vào từng chi tiết nhỏ để giải mã cốt truyện.,5,2,45,1
Phim này tạo nên một không khí đáng sợ từ đầu đến cuối.,4,2,44,30
Phim này có những màn bắn súng đẹp mắt và kịch tính,3,2,30,50
Bố cục và chỉ đạo của phim rất xuất sắc.,3,2,36,18
Tôi không thể tưởng tượng mình trong tình huống như nhân vật.,3,2,36,44
Mọi thứ trong phim đều tạo ra một không khí u ám.,5,2,36,19
Những hiệu ứng đặc biệt trong phim đáng sợ.,3,2,36,25
Nó thực sự đánh thức sự sợ hãi ẩn sâu bên trong tôi.,5,2,35,9
Kinh dị và bí ẩn làm tôi bị cuốn hút suốt phim.,3,2,35,50
Tôi đã có ác mộng sau khi xem xong phim.,3,2,35,23
Phim này làm tôi suy tư nhiều sau khi kết thúc.,3,2,35,8
Diễn viên chính thể hiện rất tốt sự sợ hãi.,2,2,34,19
Thiết kế âm thanh trong phim tạo ra hiệu ứng kinh dị.,3,2,34,19
Tôi đã nhảy lên khỏi ghế nhiều lần trong suốt phim.,5,2,34,50
Phim này có một không gian rùng rợn và tăm tối.,4,2,34,47
Tôi không thể quên những hình ảnh đáng sợ trong phim này.,3,2,33,22
Kết thúc của phim thực sự làm tôi sốc.,2,2,33,2
Tôi không dám nhìn vào gương sau khi xem xong phim.,3,2,33,28
Những cảnh kinh dị đã làm tôi thức đêm.,4,2,33,15
Phim này thật sự đáng để xem vào buổi tối với đèn tắt.,2,2,32,50
Nó thể hiện rõ sự đen tối và kỳ quái của thể loại kinh dị.,5,2,32,8
Tôi thật sự cảm thấy lo lắng sau khi xem xong phim.,4,2,32,38
Âm nhạc trong phim làm tăng cường không khí đáng sợ.,4,2,32,15
Tôi không dám nhìn vào màn hình trong những phút đầu của phim.,3,2,31,31
Diễn viên đã thể hiện xuất sắc sự kinh dị của tác phẩm.,2,2,31,49
Tôi đã nghiện xem phim kinh dị sau khi xem xong.,5,2,37,24
Phim này là một thách thức tư duy và tâm trí.,3,2,59,40
Cảm giác kỳ quái và lo lắng đã lan tỏa trong suốt phim.,5,2,37,28
Cảnh quay tối tăm và khó hiểu làm tăng kích thích.,4,2,37,24
Các diễn viên đã thể hiện một cách xuất sắc sự sợ hãi.,2,2,44,39
Nó là một câu chuyện kỳ quái đầy bất ngờ.,2,2,44,46
Cảm giác lo lắng không rời tôi sau khi xem xong.,5,2,44,20
"Không chỉ là một bộ phim kinh dị, nó còn là một trải nghiệm tinh thần.",2,2,43,45
Tôi đã phải nhớ kỹ từng chi tiết để hiểu cốt truyện.,2,2,43,20
Phim này làm tôi suy tư về ý nghĩa của sự kỳ quái trong cuộc sống.,2,2,43,3
Tôi đã cảm nhận được sự ám ảnh của tâm hồn con người.,2,2,43,10
Phim kinh dị này thực sự là một tác phẩm nghệ thuật độc đáo.,4,2,42,6
Nó tạo ra một cảm giác của sự hiểm nghèo không thể tránh khỏi.,4,2,42,23
Cốt truyện phức tạp đã làm tôi tập trung mạnh mẽ.,3,2,42,13
Những tình tiết bất ngờ làm tôi nhớ mãi.,2,2,42,40
Tôi đã thấu hiểu hơn về sự lo lắng của nhân vật chính.,4,2,41,47
"Tôi đã trải qua nhiều cảm xúc khi xem phim này, từ sợ hãi đến kỳ quái.",4,2,41,40
"Nó không chỉ là một bộ phim kinh dị, mà còn là một tác phẩm nghệ thuật.",2,2,41,48
Phim này đã tạo ra những hình ảnh đáng sợ mà tôi không thể quên.,2,2,41,7
Những cảnh quay tối tăm làm tăng áp lực tâm lý.,2,2,40,16
Tôi đã có cảm giác như mình đang sống trong một cơn ác mộng.,3,2,40,43
Bí ẩn xung quanh nhân vật chính làm phim thêm hấp dẫn.,3,2,40,37
Những tình tiết gợi mở làm tôi tò mò suốt phim.,2,2,40,3
Diễn viên phụ cũng đã đóng góp rất tốt cho câu chuyện.,3,2,39,38
Nó thể hiện rõ sự không kiểm soát của con người trước sự kỳ quái.,2,2,39,39
Tôi đã thấy rung động và ám ảnh sau khi xem phim này.,5,2,39,40
Phim này thực sự đánh đố tôi với các kịch bản quay ngược.,2,2,39,44
Những cảnh kinh dị tạo nên một trải nghiệm ám ảnh.,5,2,38,26
Sự nhanh nhạy của biên kịch đã làm tôi bất ngờ nhiều lần trong phim.,5,2,38,34
Tôi đã đọc nhiều lần về phim sau khi xem xong.,4,2,38,21
Âm nhạc là một phần quan trọng trong việc tạo cảm giác kinh dị.,3,2,38,12
Bất ngờ và kịch tính là điểm mạnh của phim.,4,2,37,40
Phim này là một thách thức tư duy và tâm trí.,4,2,58,26
Phim đưa tôi vào một thế giới hài hước.,3,2,51,45
Đánh giá 10/10!,5,2,36,2
Đề nghị cho tất cả mọi người xem phim này.,3,2,46,35
Hài hước là điểm đặc biệt của phim này.,2,2,38,38
Hãy xem và bạn sẽ không thất vọng!,4,2,42,15
Không gì tốt hơn một bộ phim hài để làm sáng tỏ tâm trạng.,4,2,58,6
Không thể nào nói hết về sự tuyệt vời của phim này.,3,2,49,50
Không thể nào quên được bộ phim này.,2,2,41,14
Không thể nào quên được những pha hài trong phim này.,3,2,49,48
Không thể nói nổi tôi đã cười như thế nào.,5,2,30,16
Diễn viên diễn xuất tuyệt vời.,4,2,34,45
Chắc chắn sẽ xem lại.,2,2,52,19
Tình cảm trong phim thật sự sâu sắc và xúc động.,4,2,45,5
Các diễn viên đã thể hiện tài năng hài hước đáng kinh ngạc.,3,2,45,15
Các màn diễn xuất trong phim đều xuất sắc và hài hước.,5,2,38,40
Các màn đối thoại trong phim thực sự hài hước.,3,2,34,17
Các tình huống hài hước đầy bất ngờ.,2,2,51,2
Các tình huống hài trong phim thực sự rất sáng tạo.,4,2,36,39
Cảm ơn các diễn viên đã mang lại niềm vui cho chúng tôi!,4,2,42,11
Cười đau cả bụng!,3,2,54,4
Cười không hết với những tình huống trong phim.,5,2,34,41
Cười suốt bộ phim!,2,2,52,26
Các tình huống hài trong phim đều rất sáng tạo.,4,2,34,30
Phim có khả năng khiến bạn cười không ngừng.,5,2,55,3
Phim có một cốt truyện hài hước và lôi cuốn.,4,2,39,9
Phim có nụ cười phủ khắp từ đầu đến cuối.,5,2,58,3
Phim đã khiến tôi cười không ngừng.,4,2,37,47
Phim đã khiến tôi cười suốt thời gian xem.,2,2,48,48
Phim đã làm tôi cười nhiều hơn bất kỳ bộ phim nào tôi từng xem.,2,2,38,38
Phim đã làm tôi cười nhiều hơn bất kỳphim hài nào tôi đã xem.,4,2,49,24
Phim đã mang đến tiếng cười và niềm vui cho mọi người.,3,2,30,25
Phim đã tạo ra một không gian thú vị và hài hước.,5,2,31,17
"Nếu bạn muốn giải trí, đây là lựa chọn hoàn hảo.",3,2,49,22
"Nếu bạn muốn cười, hãy xem phim này!",2,2,50,28
Một bộ phim đáng xem nếu bạn muốn tìm kiếm niềm vui trong cuộc sống.,3,2,31,43
Một bộ phim hài kinh điển.,3,2,47,5
Một bộ phim hài tuyệt vời với những tình huống hài hước độc đáo.,5,2,30,16
Một bộ phim hài thú vị và hài hước.,2,2,36,37
Một bộ phim vui nhộn không thể bỏ qua.,5,2,47,48
Một phim hài đáng xem với nhiều tình huống hài hước độc đáo.,5,2,52,16
Một phim hài xuất sắc khó tìm thấy.,5,2,40,38
Một tác phẩm vui nhộn không thể bỏ qua.,5,2,57,47
Một tuyệt phẩm trong thể loại phim hài.,3,2,51,46
Không thể tin nổi mình có thể cười như vậy.,4,2,48,46
Phim tình cảm hoàn hảo cho các tín đồ của tình yêu.,5,2,58,44
Diễn viên đã tạo ra một chemistry đặc biệt trên màn ảnh.,5,2,58,15
Hãy xem phim này nếu bạn muốn biết tại sao tôi yêu nó.,5,2,40,31
Hãy xem và bạn sẽ biết tại sao phim này được đánh giá cao.,4,2,53,15
Hãy xem và bạn sẽ biết tại sao tôi yêu nó.,3,2,41,48
Hãy xem và bạn sẽ tin vào tình yêu.,5,2,38,20
Không thể nào bỏ lỡ phim này.,4,2,57,47
Không thể nào nói hết về cảm xúc khi xem phim này.,3,2,39,41
Không thể nào tả được cảm xúc khi xem phim này.,5,2,38,17
Không thể nào tả hết sự đẹp đẽ của phim này.,2,2,36,17
Một bộ phim tình cảm đáng xem.,5,2,39,44
Một bộ phim tình cảm đầy cảm động.,5,2,38,35
Cốt truyện tình cảm trong phim rất xúc động.,5,2,59,10
Bộ phim này là một hành trình tìm kiếm tình yêu đích thực.,5,2,35,21
Một câu chuyện tình yêu đầy cảm động.,3,2,55,23
Phim này là một bản tình ca đẹp.,5,2,37,2
Phim này làm tôi suy tư về tình yêu suốt một thời gian dài.,5,2,39,46
Phim này làm tôi tin rằng tình yêu là một điều kỳ diệu.,2,2,37,14
Phim này làm tôi tin vào tình yêu thật sự.,4,2,36,28
Phim tình cảm đầy xúc động.,5,2,49,50
Phim tình cảm đẹp như mơ.,3,2,40,14
Phim tình cảm hoàn hảo cho buổi tối cuối tuần.,5,2,46,35
Nó đã khắc sâu trong trí nhớ của tôi.,5,2,47,8
Nó đã thay đổi cách tôi nhìn nhận tình yêu.,3,2,53,30
Nó thật sự là một bữa tiệc tình yêu cho mắt và tâm hồn.,2,2,55,8
Những câu thoại tình cảm thật sự lôi cuốn.,2,2,41,11
Những tình tiết tình cảm đầy bất ngờ và hấp dẫn.,2,2,36,17
Những tình tiết tình cảm đầy bất ngờ.,3,2,56,45
Phim này đã chạm vào trái tim tôi một cách sâu sắc.,4,2,35,25
Những cảnh quay tình yêu đẹp mắt là điểm đặc biệt của bộ phim.,2,2,37,10
Phim tình cảm này đã đánh thức trái tim tôi.,3,2,31,15
Tình cảm trong phim thật sâu sắc và đáng nhớ.,2,2,55,25
Phim tình cảm này thực sự đáng xem lặp đi lặp lại.,4,2,47,35
