cmt,rate,genre,idmovie,iduser 
Phim này đã thể hiện sự hùng mạnh của nhân vật chính qua các màn đấu võ,5,1,44,32
Hành động trong phim này thật sự đầy nghị lực,4,1,66,25
Nhân vật chính trong phim đã trải qua một sự thay đổi lớn qua các màn hành động,3,1,84,25
Phim này có những pha chiến đấu bằng vũ khí cực kỳ ấn tượng,3,1,101,42
Tôi đã bị cuốn hút vào thế giới hành động của phim ngay từ phút đầu tiên,4,1,78,5
Phim này thật sự là một trải nghiệm hành động thú vị,2,1,40,7
Những pha hành động đỉnh cao đã làm tôi thốt lên,2,1,86,25
Phim này có nhiều tình tiết bất ngờ và quay đầu,4,1,55,11
Tôi thích cách phim này tạo ra các tình huống căng thẳng và khó khăn cho nhân vật chính,2,1,94,46
Cảnh rượt đuổi xe hơi trong phim thật sôi động và hồi hộp,3,1,65,21
Các nhân vật trong phim thật sự mạnh mẽ và quyết tâm,3,1,70,21
Diễn viên chính thực sự thể hiện sự mạnh mẽ và quyết đoán,4,1,59,25
"Phim có nhiều pha hành động gay cấn, khiến người xem không thể rời mắt",4,1,67,19
Các hiệu ứng đặc biệt trong phim thật ấn tượng,2,1,38,47
Cốt truyện phim hành động này thật sự lôi cuốn và đầy bất ngờ,3,1,101,30
Những pha nổ và bắn súng trong phim đã được thực hiện chuyên nghiệp,3,1,33,50
Diễn viên chính đã thực hiện các pha hành động một cách điêu luyện,3,1,87,20
Phim có nhiều cảnh quay hành động ở các địa điểm ngoạn mục,5,1,74,4
Phim hành động này thực sự cho thấy sức mạnh của nhân vật chính,2,1,63,50
"Phim có nhiều cảnh quay hành động đẹp mắt, tạo ra một không khí căng thẳng",2,1,46,41
Những pha hành động trong phim thật sự gây ấn tượng mạnh,5,1,75,13
Các diễn viên đã thực hiện các pha hành động một cách chuyên nghiệp và tự nhiên,5,1,40,15
Phim có nhiều cảnh quay hành động ở các địa điểm độc đáo,3,1,110,14
Các hiệu ứng âm thanh trong các cảnh hành động đã được thực hiện rất tốt,4,1,33,50
Các màn đấu võ trong phim đã được biên đạo một cách tuyệt vời,4,1,34,43
Tôi đã không thở khi xem cảnh đua xe trong phim này!,2,1,40,21
"Không thể tin nổi vào cái kết của phim, đầy sự quay đầu bất ngờ",3,1,56,33
Tôi thích cách phim này kết hợp hài hước với hành động,2,1,89,13
Nhân vật chính có một phong cách hành động rất riêng,3,1,64,41
Những màn đánh đấm đầy sức mạnh và uy lực,4,1,80,20
Tôi không thể nào quên được cảnh đua xe trong phim,3,1,39,33
Hành động là yếu tố quyết định thành công của phim này,2,1,57,16
Phim này có nhiều màn rượt đuổi hồi hộp,3,1,55,5
Tôi thích cách phim này thể hiện sự dũng cảm và sự hy sinh,4,1,67,41
Đối đầu giữa các nhân vật là điểm đặc biệt của phim,5,1,43,22
Phim này có một bí ẩn hấp dẫn đằng sau các màn đánh đấm,5,1,32,7
Tôi thích cách phim này sử dụng môi trường để tạo ra các cảnh hành động độc đáo,2,1,67,38
Phim này có một thế giới hành động đa dạng và phong phú,3,1,105,6
Nhân vật chính thật sự xuất sắc trong các màn đánh đấm,4,1,111,44
Tôi đã không thở suốt cả màn đua xe trong phim,5,1,75,19
Các cảnh hành động là điểm mạnh của phim,4,1,55,10
Phim này thật sự là một cuộc phiêu lưu đầy máu và mồ hôi,3,1,46,22
Tôi đã bị cuốn hút vào thế giới hành động của phim,5,1,79,32
Cảnh chiến đấu trong phim rất sống động và chân thực,5,1,92,26
Tôi thích cách phim này tạo ra các tình huống căng thẳng,5,1,58,20
Những pha hành động đỉnh cao đã làm tôi nắm chặt ghế,3,1,68,46
Tôi không thể nào quên được cảnh đánh nhau trong phim,4,1,88,31
Tôi đã bị cuốn hút vào thế giới hành động của phim ngay từ phút đầu tiên,5,1,119,15
Các cảnh hành động là điểm nổi bật của phim,5,1,102,32
Nhân vật chính có một phong cách hành động độc đáo và thú vị,4,1,115,29
Tôi đã không thể nhận biết được đâu là diễn viên và đâu là đo stunt double trong các cảnh hành động,3,1,80,29
Phim này có một bí ẩn hấp dẫn và khám phá,5,1,101,41
Phim này thật sự là một cuộc phiêu lưu hành động không ngừng,5,1,87,21
Những pha hành động đã làm tôi không thể rời mắt khỏi màn hình,3,1,77,22
Những màn hành động đã làm tôi rung động từ đầu đến cuối,3,1,112,12
Tôi thấy mình thở dốc suốt thời gian xem phim này,4,1,95,46
Đánh đấm và bắn súng không bao giờ dừng lại trong phim,3,1,38,38
Phim này có một câu chuyện hấp dẫn để đi kèm với hành động,2,1,91,31
"Nếu bạn thích phim hành động, bạn không nên bỏ lỡ phim này",2,1,80,14
Phim này có đội ngũ làm việc hùng hậu trong việc thiết kế hành động,3,1,105,49
Các cảnh quay đẹp mắt trong phim này khiến tôi say đắm,2,1,88,10
Phim này thực sự là một tác phẩm nghệ thuật về hành động,4,1,97,13
Cảm giác khi xem phim này giống như một cuộc hành trình đầy thách thức,5,1,49,2
Tôi không thể nói đủ về tài năng của đạo diễn trong việc chỉ đạo các cảnh hành động,5,1,104,35
Hành động trong phim này thực sự đầy mạo hiểm,4,1,106,40
Tôi đã hồi hộp từ đầu đến cuối phim,3,1,34,38
Đạo diễn đã tạo ra một thế giới hành động rất thuyết phục,4,1,66,12
Cảnh quay trên cao trong phim này thật sự ngoạn mục,2,1,74,34
Tôi đã tự hỏi làm thế nào họ thực hiện các cảnh quay nguy hiểm đó,5,1,74,11
Phim này có sự kết hợp hoàn hảo giữa hành động và cảm xúc,5,1,75,41
Phim này đã thực sự nâng tầm thể loại phim hành động,4,1,109,42
Cảnh đánh đấm trong phim này rất mãn nhãn,2,1,57,47
Phim này có nhiều màn truy đuổi hồi hộp,4,1,70,17
Hiệu ứng hình ảnh trong phim đỉnh cao,2,1,34,27
Tôi thích cách phim này kết hợp hành động và kịch tính,5,1,47,35
"Nhạc nền thú vị, thêm phần hấp dẫn vào phim",5,1,54,2
Các pha đánh đấm và bắn súng đỉnh điểm trong phim,3,1,68,46
Nhân vật chính trong phim thật là một người hùng không bao giờ đắn đo,4,1,51,8
Tôi không thể rời mắt khỏi màn hình suốt thời gian xem phim,5,1,96,17
Phim này có nhiều tình tiết gây cấn và không ngừng,4,1,74,7
Hành động ở phim này thậm chí còn hơn cả mong đợi của tôi,5,1,32,2
Tôi thích cách phim này tạo nên một thế giới hành động riêng biệt,2,1,61,9
Nhân vật chính là một người hùng không bao giờ bỏ cuộc,5,1,84,17
Tôi yêu cầu diễn viên chính đã thực hiện các pha hành động khó tin trong phim này,5,1,65,3
Hành động và chiến đấu thật đáng kinh ngạc,4,1,67,24
Phim này có những màn bắn súng đẹp mắt và kịch tính,2,1,102,2
Phim này có những màn rượt đuổi đầy kịch tính và gây áp lực,2,1,86,11
Cảnh chiến đấu trong phim rất chất lượng và kịch tính,2,1,45,17
Đối đầu giữa các nhân vật là điểm đặc biệt của phim,2,1,22,31
Tôi thích cách phim này thể hiện sự dũng cảm và sự hy sinh,5,1,22,25
Phim này có nhiều màn rượt đuổi hồi hộp,3,1,22,47
Hành động là yếu tố quyết định thành công của phim này,5,1,21,43
Tôi không thể nào quên được cảnh đua xe trong phim,3,1,21,48
Những màn đánh đấm đầy sức mạnh và uy lực,2,1,21,20
Nhân vật chính có một phong cách hành động rất riêng,2,1,21,4
Các cảnh hành động là điểm mạnh của phim,2,1,20,42
Tôi thấy mình thở dốc suốt thời gian xem phim này,2,1,20,31
Đánh đấm và bắn súng không bao giờ dừng lại trong phim,5,1,20,33
Phim này có một câu chuyện hấp dẫn để đi kèm với hành động,3,1,20,45
Hành động và chiến đấu thật đáng kinh ngạc,5,1,19,46
Tôi yêu cầu diễn viên chính đã thực hiện các pha hành động khó tin trong phim này,2,1,19,14
Nhân vật chính là một người hùng không bao giờ bỏ cuộc,4,1,19,14
Tôi thích cách phim này tạo nên một thế giới hành động riêng biệt,2,1,19,9
Phim này có nhiều tình tiết gây cấn và không ngừng,3,1,18,22
Tôi không thể rời mắt khỏi màn hình suốt thời gian xem phim,2,1,18,36
Nhân vật chính trong phim thật là một người hùng không bao giờ đắn đo,2,1,18,36
Các pha đánh đấm và bắn súng đỉnh điểm trong phim,2,1,17,7
"Nhạc nền thú vị, thêm phần hấp dẫn vào phim",5,1,17,46
Tôi thích cách phim này kết hợp hành động và kịch tính,2,1,17,17
Hiệu ứng hình ảnh trong phim đỉnh cao,3,1,17,44
Phim này có nhiều màn truy đuổi hồi hộp,3,1,16,46
Cảnh đánh đấm trong phim này rất mãn nhãn,5,1,16,9
Phim này đã thực sự nâng tầm thể loại phim hành động,4,1,16,45
Phim này có sự kết hợp hoàn hảo giữa hành động và cảm xúc,5,1,16,41
Phim này có một bí ẩn hấp dẫn đằng sau các màn đánh đấm,5,1,22,27
Tôi đã tự hỏi làm thế nào họ thực hiện các cảnh quay nguy hiểm đó,5,1,15,29
Tôi thích cách phim này sử dụng môi trường để tạo ra các cảnh hành động độc đáo,3,1,23,49
Nhân vật chính thật sự xuất sắc trong các màn đánh đấm,3,1,23,17
Hành động trong phim này thật sự đầy nghị lực,4,1,29,15
Nhân vật chính trong phim đã trải qua một sự thay đổi lớn qua các màn hành động,3,1,29,43
Phim này có những pha chiến đấu bằng vũ khí cực kỳ ấn tượng,5,1,29,8
Tôi đã bị cuốn hút vào thế giới hành động của phim ngay từ phút đầu tiên,5,1,29,5
Phim này thật sự là một trải nghiệm hành động thú vị,3,1,28,35
Những pha hành động đỉnh cao đã làm tôi thốt lên,2,1,28,30
Phim này có nhiều tình tiết bất ngờ và quay đầu,3,1,28,43
Tôi thích cách phim này tạo ra các tình huống căng thẳng và khó khăn cho nhân vật chính,5,1,28,42
Cảnh chiến đấu trong phim rất chất lượng và kịch tính,2,1,27,11
Phim này có những màn rượt đuổi đầy kịch tính và gây áp lực,2,1,27,38
Những pha hành động đã làm tôi không thể rời mắt khỏi màn hình,2,1,27,7
Phim này thật sự là một cuộc phiêu lưu hành động không ngừng,3,1,27,40
Phim này có một bí ẩn hấp dẫn và khám phá,5,1,26,28
Tôi đã không thể nhận biết được đâu là diễn viên và đâu là đo stunt double trong các cảnh hành động,4,1,26,36
Nhân vật chính có một phong cách hành động độc đáo và thú vị,5,1,26,18
Các cảnh hành động là điểm nổi bật của phim,2,1,26,38
Tôi đã bị cuốn hút vào thế giới hành động của phim ngay từ phút đầu tiên,3,1,25,20
Tôi không thể nào quên được cảnh đánh nhau trong phim,4,1,25,22
Những pha hành động đỉnh cao đã làm tôi nắm chặt ghế,3,1,25,1
Tôi thích cách phim này tạo ra các tình huống căng thẳng,5,1,25,23
Cảnh chiến đấu trong phim rất sống động và chân thực,5,1,24,38
Tôi đã bị cuốn hút vào thế giới hành động của phim,4,1,24,29
Những màn hành động đã làm tôi rung động từ đầu đến cuối,3,1,24,23
Phim này thật sự là một cuộc phiêu lưu đầy máu và mồ hôi,5,1,24,49
Tôi đã không thở suốt cả màn đua xe trong phim,3,1,23,24
Phim này có một thế giới hành động đa dạng và phong phú,3,1,23,17
Cảnh quay trên cao trong phim này thật sự ngoạn mục,3,1,15,23
Hành động ở phim này thậm chí còn hơn cả mong đợi của tôi,2,1,18,5
Tôi đã hồi hộp từ đầu đến cuối phim,5,1,15,38
Những màn rượt đuổi trong phim thật sự gay cấn,4,1,7,23
Tôi thích cách phim khám phá nhân vật chính qua các pha hành động,4,1,7,35
Phim có nhiều cảnh quay hành động ở các địa điểm đẹp mắt,5,1,7,50
Những pha hành động trong phim đã được thực hiện một cách chuyên nghiệp,5,1,6,38
Cảnh rượt đuổi trong phim thật sự hồi hộp và gay cấn,4,1,6,14
Các pha hành động trong phim thật sự gây ấn tượng mạnh,4,1,6,31
Phim hành động này thực sự khiến tôi ngồi trên ghế từ đầu đến cuối,5,1,6,49
Phim hành động này thực sự cho thấy sức mạnh và lòng kiên trì của nhân vật chính,5,1,5,23
Phim có nhiều cảnh quay hành động lôi cuốn và hấp dẫn,4,1,5,40
Các pha hành động trong phim đã được biên đạo một cách tinh tế và sáng tạo,3,1,5,29
Đạo diễn đã tạo ra một thế giới hành động rất thuyết phục,3,1,15,38
Phim có nhiều cảnh quay hành động sôi động và mãn nhãn,2,1,4,21
Tôi thích cách diễn viên chính thể hiện sự dũng cảm qua các pha hành động,5,1,7,8
Các hiệu ứng âm thanh trong các cảnh hành động đã được thực hiện rất tốt,5,1,4,3
Các diễn viên đã thực hiện các pha hành động một cách chuyên nghiệp và tự nhiên,3,1,4,13
Những pha hành động trong phim thật sự gây ấn tượng mạnh,4,1,3,28
"Phim có nhiều cảnh quay hành động đẹp mắt, tạo ra một không khí căng thẳng",5,1,3,6
Phim hành động này thực sự cho thấy sức mạnh của nhân vật chính,4,1,3,21
Phim có nhiều cảnh quay hành động ở các địa điểm ngoạn mục,4,1,3,5
Diễn viên chính đã thực hiện các pha hành động một cách điêu luyện,4,1,2,3
Những pha nổ và bắn súng trong phim đã được thực hiện chuyên nghiệp,5,1,2,27
Cốt truyện phim hành động này thật sự lôi cuốn và đầy bất ngờ,5,1,2,3
Các hiệu ứng đặc biệt trong phim thật ấn tượng,2,1,2,43
"Phim có nhiều pha hành động gay cấn, khiến người xem không thể rời mắt",5,1,1,5
Các màn đấu võ trong phim đã được biên đạo một cách tuyệt vời,3,1,1,50
Diễn viên chính thực sự thể hiện sự mạnh mẽ và quyết đoán,2,1,1,32
Phim có nhiều cảnh quay hành động ở các địa điểm độc đáo,4,1,4,26
Những cảnh quay hành động ở các địa điểm xa xôi đã tạo nên sự lôi cuốn của phim,4,1,8,13
Các nhân vật trong phim thật sự mạnh mẽ và quyết tâm,2,1,5,30
Hành động trong phim này thực sự đầy mạo hiểm,4,1,14,7
Âm thanh trong các pha hành động đã tạo nên không khí căng thẳng cho phim,2,1,8,29
Tôi không thể nói đủ về tài năng của đạo diễn trong việc chỉ đạo các cảnh hành động,2,1,14,23
Cảm giác khi xem phim này giống như một cuộc hành trình đầy thách thức,3,1,14,15
Phim này thực sự là một tác phẩm nghệ thuật về hành động,4,1,14,15
Các cảnh quay đẹp mắt trong phim này khiến tôi say đắm,3,1,13,39
Phim này có đội ngũ làm việc hùng hậu trong việc thiết kế hành động,2,1,13,33
"Nếu bạn thích phim hành động, bạn không nên bỏ lỡ phim này",2,1,13,8
Tôi thích cách phim này kết hợp hài hước với hành động,5,1,13,23
Tôi đã không thở khi xem cảnh đua xe trong phim này!,3,1,12,36
Các pha chiến đấu trong phim thật mãn nhãn và chân thực,4,1,12,41
Phim hành động này thực sự đỉnh cao về mức độ hồi hộp và hành động,5,1,12,39
Phim có nhiều màn đấu võ đẹp mắt,5,1,11,9
"Không thể tin nổi vào cái kết của phim, đầy sự quay đầu bất ngờ",4,1,12,42
Những pha hành động trong phim thật sự ấn tượng,2,1,11,38
Những màn rượt đuổi xe hơi trong phim thật sự ấn tượng,4,1,8,9
Cảnh quay hành động trong phim rất chân thực,3,1,11,28
Những màn biểu diễn võ thuật trong phim đã được biên đạo một cách tuyệt vời,4,1,9,49
Những cảnh quay hành động dưới nước trong phim thật sự ấn tượng,4,1,9,43
Diễn viên chính đã thực hiện các màn đánh nhau một cách tuyệt vời,3,1,9,9
"Cốt truyện phim hấp dẫn, không thể dự đoán được",5,1,9,4
Tôi thích cách nhân vật chính vượt qua khó khăn trong các pha hành động,3,1,8,2
Những màn rượt đuổi tốc độ cao khiến tôi không thể rời mắt,5,1,10,31
Những trận chiến trong phim thật mãn nhãn,3,1,10,36
Tôi thích cách diễn viên chính chiến đấu với kẻ xấu,3,1,10,2
Tôi thích cách diễn viên chính sử dụng các loại vũ khí,5,1,11,46
Phim có nhiều pha hành động nghẹt thở,2,1,10,13
Nó thể hiện sự kỳ quái của cuộc sống và tồn tại.,2,1,24,9
Các diễn viên thực sự đã đánh bại vai diễn của họ.,4,1,69,46
Phim kết hợp giữa kinh dị và tâm lý một cách tuyệt vời.,3,1,5,33
Tôi đã cảm thấy như mình đang bị cuốn vào vũ trụ của phim.,2,1,119,17
Nó khiến tôi nhớ mãi những cảnh quay đáng sợ.,5,1,86,18
Nó đã khiến tôi phải tận hưởng từng khoảnh khắc đáng sợ.,2,1,25,5
Tôi đã suy tư về ý nghĩa sâu xa của tình huống trong phim.,5,1,104,21
Những tình tiết bí ẩn tạo ra một trải nghiệm khó quên.,5,1,29,38
Phim này làm tôi lo lắng về tương lai của nhân loại.,4,1,61,7
Tôi đã cảm thấy đánh đố và kích thích suốt phim.,4,1,29,18
Tôi đã xem phim này và cảm nhận một cảm giác xa xôi.,3,1,1,34
Phim này thể hiện rõ sự xuyên suốt của ác trong cuộc sống.,2,1,22,23
Phim này đã thay đổi cách tôi đánh giá hiện thực.,3,1,79,6
Bất kỳ ai yêu thích thể loại kinh dị nên xem phim này.,5,1,99,11
Nó thực sự đưa tôi vào thế giới của nhân vật.,4,1,21,13
Phim này đã đánh thức tôi và tạo ra nhiều thảo luận.,2,1,7,48
Những tình tiết không rõ ràng đã làm tôi nghiên cứu thêm.,5,1,9,19
Cốt truyện phức tạp đã khiến tôi tóm tắt nhiều lần.,5,1,20,15
Tôi đã cảm nhận được sự ám ảnh của kịch bản.,4,1,90,49
Những bí ẩn của phim đã khiến tôi tò mò đến điên đảo.,4,1,7,26
Phim này khiến tôi trở nên đa chiều và suy tư.,2,1,76,44
Nó đã thay đổi cách tôi nhìn nhận thế giới xung quanh.,4,1,28,9
Những cảnh quay tối tăm tạo ra một cảm giác khó tả.,4,1,76,39
Tôi đã phải tự hỏi liệu có sự huyền bí trong thế giới thực.,3,1,100,14
Nó thể hiện sự đen tối và kỳ quái của con người.,4,1,109,2
Nó đã tạo nên một bầu không khí kỳ quái và bí ẩn.,2,1,26,19
Tôi đã cảm thấy bí ẩn và sự hiện diện của ác quỷ.,2,1,75,17
Phim kết hợp giữa kinh dị và tưởng tượng một cách xuất sắc.,5,1,84,3
Kịch bản phim rất đáng sợ và gây ám ảnh.,5,1,31,25
Nó thực sự là một tác phẩm điện ảnh độc đáo.,4,1,17,48
Tôi đã tập trung vào từng chi tiết nhỏ để giải mã cốt truyện.,5,1,119,21
Phim này là một thách thức tư duy và tâm trí.,2,1,24,36
Nó đã khiến tôi cảm thấy rằng cuộc sống là một cuộc hành trình.,2,1,29,5
Tôi đã tự hỏi về sự tồn tại của thế giới bí ẩn.,4,1,65,48
Phim này là một tác phẩm nghệ thuật đầy ấn tượng.,3,1,82,28
Cốt truyện phức tạp đã tạo nên sự hấp dẫn đầy thách thức.,3,1,63,47
Nó là một cuộc hành trình khám phá sâu trong tâm trí.,2,1,99,41
Tôi đã cảm nhận được sự kỳ diệu của thế giới siêu nhiên.,4,1,16,33
Phim này tạo ra những cảm xúc mạnh mẽ về tâm linh.,5,1,119,38
Nó đã khiến tôi suy nghĩ về ý nghĩa của mình trong thế giới này.,5,1,109,1
Tôi đã nhận thấy sự kỳ quái ẩn sau cuộc sống hàng ngày.,5,1,9,36
Phim này khiến tôi tin rằng có nhiều điều ẩn sau vũ trụ.,4,1,28,46
Tôi đã phải tự hỏi về sự tồn tại của ma quỷ.,3,1,116,7
Nó đã tạo nên một bầu không khí kỳ bí và đáng sợ.,3,1,12,26
Cốt truyện phức tạp đã làm tôi mất ngủ suốt đêm.,2,1,13,15
Phim này là một tác phẩm nghệ thuật đẹp và kỳ quái.,5,1,9,43
Nó đã khiến tôi suy tư về sự không biết trước của tương lai.,2,1,90,45
Tôi đã cảm nhận được sự tận thế trong câu chuyện.,5,1,8,48
Phim này là một hành trình sâu xa vào tâm hồn con người.,2,1,12,9
Nó thể hiện rõ sự đối đầu giữa ác và thiện.,5,1,108,36
Tôi đã bị lôi cuốn bởi câu chuyện của nhân vật chính.,5,1,89,31
Phim này đã tạo ra những cảm xúc mạnh mẽ và đau lòng.,3,1,69,24
Nó đã khiến tôi tự hỏi về mục đích của cuộc sống.,3,1,116,31
Tôi đã cảm nhận được sự đan xen của thực tế và siêu nhiên.,2,1,85,40
Phim này đã làm tôi nhận thức sâu xa về tình dục.,4,1,25,15
Cốt truyện phức tạp đã làm tôi đặt ra nhiều câu hỏi.,3,1,20,43
Tôi đã có những thảo luận sâu sắc về phim sau khi xem.,4,1,16,37
Phim này tạo nên một không khí đáng sợ từ đầu đến cuối.,2,1,2,4
Phim này đã thể hiện sự hùng mạnh của nhân vật chính qua các màn đấu võ,4,1,30,35
Nó là một câu chuyện kỳ quái đầy bất ngờ.,5,1,105,23
Tôi không thể tưởng tượng mình trong tình huống như nhân vật.,4,1,3,43
Mọi thứ trong phim đều tạo ra một không khí u ám.,2,1,3,11
Những hiệu ứng đặc biệt trong phim đáng sợ.,4,1,14,37
Nó thực sự đánh thức sự sợ hãi ẩn sâu bên trong tôi.,4,1,80,13
Kinh dị và bí ẩn làm tôi bị cuốn hút suốt phim.,2,1,104,13
Tôi đã có ác mộng sau khi xem xong phim.,2,1,31,34
Phim này làm tôi suy tư nhiều sau khi kết thúc.,3,1,113,41
Diễn viên chính thể hiện rất tốt sự sợ hãi.,4,1,16,44
Thiết kế âm thanh trong phim tạo ra hiệu ứng kinh dị.,2,1,5,22
Tôi đã nhảy lên khỏi ghế nhiều lần trong suốt phim.,5,1,8,43
Phim này có một không gian rùng rợn và tăm tối.,2,1,14,7
Tôi không thể quên những hình ảnh đáng sợ trong phim này.,5,1,83,11
Bố cục và chỉ đạo của phim rất xuất sắc.,4,1,95,27
Kết thúc của phim thực sự làm tôi sốc.,3,1,18,24
Những cảnh kinh dị đã làm tôi thức đêm.,2,1,61,23
Phim này thật sự đáng để xem vào buổi tối với đèn tắt.,5,1,10,18
Nó thể hiện rõ sự đen tối và kỳ quái của thể loại kinh dị.,3,1,27,2
Tôi thật sự cảm thấy lo lắng sau khi xem xong phim.,5,1,28,38
Âm nhạc trong phim làm tăng cường không khí đáng sợ.,2,1,73,16
Tôi không dám nhìn vào màn hình trong những phút đầu của phim.,2,1,26,19
Diễn viên đã thể hiện xuất sắc sự kinh dị của tác phẩm.,5,1,12,40
Kịch bản phim rất đáng sợ và gây ám ảnh.,3,1,7,29
Bộ phim này thực sự khiến tôi kinh sợ suốt cả đêm.,5,1,12,43
Tôi đã cảm thấy áp lực từ các màn đấu súng kịch tính,5,1,30,23
Phim này có nhiều tình tiết tràn đầy hành động không chút dư thừa,3,1,30,7
Phim này là một thách thức tư duy và tâm trí.,4,1,92,14
Tôi không dám nhìn vào gương sau khi xem xong phim.,2,1,28,18
Các diễn viên đã thể hiện một cách xuất sắc sự sợ hãi.,4,1,106,36
Tôi đã nghiện xem phim kinh dị sau khi xem xong.,2,1,16,20
Bất ngờ và kịch tính là điểm mạnh của phim.,3,1,19,17
Cảm giác lo lắng không rời tôi sau khi xem xong.,4,1,97,41
"Không chỉ là một bộ phim kinh dị, nó còn là một trải nghiệm tinh thần.",2,1,8,5
Tôi đã phải nhớ kỹ từng chi tiết để hiểu cốt truyện.,2,1,89,43
Phim này làm tôi suy tư về ý nghĩa của sự kỳ quái trong cuộc sống.,2,1,114,25
Tôi đã cảm nhận được sự ám ảnh của tâm hồn con người.,2,1,19,35
Phim kinh dị này thực sự là một tác phẩm nghệ thuật độc đáo.,2,1,103,37
Nó tạo ra một cảm giác của sự hiểm nghèo không thể tránh khỏi.,5,1,15,6
Cốt truyện phức tạp đã làm tôi tập trung mạnh mẽ.,4,1,82,47
Những tình tiết bất ngờ làm tôi nhớ mãi.,2,1,102,34
Tôi đã thấu hiểu hơn về sự lo lắng của nhân vật chính.,3,1,6,6
"Tôi đã trải qua nhiều cảm xúc khi xem phim này, từ sợ hãi đến kỳ quái.",2,1,7,34
"Nó không chỉ là một bộ phim kinh dị, mà còn là một tác phẩm nghệ thuật.",4,1,29,29
Cảm giác kỳ quái và lo lắng đã lan tỏa trong suốt phim.,2,1,21,37
Phim này đã tạo ra những hình ảnh đáng sợ mà tôi không thể quên.,3,1,18,39
Tôi đã có cảm giác như mình đang sống trong một cơn ác mộng.,3,1,85,17
Bí ẩn xung quanh nhân vật chính làm phim thêm hấp dẫn.,4,1,61,27
Những tình tiết gợi mở làm tôi tò mò suốt phim.,5,1,100,13
Diễn viên phụ cũng đã đóng góp rất tốt cho câu chuyện.,2,1,19,50
Nó thể hiện rõ sự không kiểm soát của con người trước sự kỳ quái.,2,1,79,41
Tôi đã thấy rung động và ám ảnh sau khi xem phim này.,3,1,97,4
Phim này thực sự đánh đố tôi với các kịch bản quay ngược.,3,1,17,38
Những cảnh kinh dị tạo nên một trải nghiệm ám ảnh.,5,1,107,20
Sự nhanh nhạy của biên kịch đã làm tôi bất ngờ nhiều lần trong phim.,3,1,22,7
Tôi đã đọc nhiều lần về phim sau khi xem xong.,3,1,21,33
Âm nhạc là một phần quan trọng trong việc tạo cảm giác kinh dị.,5,1,25,22
Cảnh quay tối tăm và khó hiểu làm tăng kích thích.,3,1,105,14
Những cảnh quay tối tăm làm tăng áp lực tâm lý.,2,1,108,48
Bộ phim này thực sự khiến tôi kinh sợ suốt cả đêm.,2,1,31,35
Tôi đã cảm nhận được sự thay đổi của nhân vật chính.,2,1,106,20
Phim này thể hiện sự đối mặt với quá khứ và tương lai.,3,1,19,17
Nó đã tạo nên một bầu không khí kỳ quái và bí ẩn.,4,1,51,27
